Time,Source_ID,Power_Output,Efficiency_Factor
2025-11-05 12:00:00,SRC_011,840.055118712605,0.9307294261132116
2025-09-08 08:00:00,SRC_007,335.6968047443973,0.8666494028904506
2025-11-24 23:00:00,SRC_002,81.20186255202272,0.9044392389929692
2025-10-09 14:00:00,SRC_004,388.2011603086881,0.9036704749738126
2025-10-18 19:00:00,SRC_011,254.83427365412123,0.9406795240250795
2025-08-27 23:00:00,SRC_001,63.09888955319029,0.8979718621406134
2025-11-28 00:00:00,SRC_009,148.29232842471725,0.9298361319383543
2025-11-03 09:00:00,SRC_010,664.035194924486,0.8913357073503616
2025-08-02 15:00:00,SRC_011,586.6085313854783,0.9092224744006713
2025-09-16 22:00:00,SRC_010,63.03080071228185,0.9206647908814029
2025-09-20 12:00:00,SRC_002,244.73802038338684,0.9085506640473132
2025-09-07 19:00:00,SRC_002,69.72047462236918,0.9149629737708402
2025-09-03 16:00:00,SRC_012,721.2407862561435,0.9494896775895426
2025-11-18 13:00:00,SRC_010,699.6398327010444,0.9022509625457905
2025-10-15 07:00:00,SRC_001,118.42568223049143,0.9030141904435011
2025-09-25 05:00:00,SRC_007,64.4284818731913,0.8645317552355134
2025-11-18 16:00:00,SRC_011,541.3379932126501,0.9559168000589237
2025-09-21 19:00:00,SRC_001,64.92517990751487,0.8882717821912569
2025-09-30 01:00:00,SRC_005,140.57253883704936,0.9245497318573196
2025-11-17 12:00:00,SRC_004,376.9990610047549,0.8643042244099791
2025-08-05 03:00:00,SRC_011,223.88494902421746,0.9589291128061921
2025-11-11 00:00:00,SRC_001,35.634082321976194,0.8883923955167735
2025-10-29 15:00:00,SRC_009,482.1756814493614,0.9246093652181973
2025-10-04 05:00:00,SRC_008,153.41839812050068,0.8844803799502223
2025-11-03 09:00:00,SRC_003,218.25131400420406,0.9951843490107191
2025-08-02 16:00:00,SRC_001,103.20204199103452,0.9328915938692837
2025-10-17 07:00:00,SRC_006,261.87140562766325,0.8653324613338634
2025-09-20 16:00:00,SRC_005,196.67297631672258,0.9262935400802262
2025-09-14 22:00:00,SRC_005,141.63397050197378,0.9138459431746946
2025-10-05 19:00:00,SRC_010,237.83325673942298,0.9370581594149402
2025-08-13 07:00:00,SRC_008,,0.8672251563597181
2025-08-08 08:00:00,SRC_007,446.1072278239847,0.8918684973300162
